n,sign,q,value,factors,prime,rough_squarefree_P2
1324,-1,17,1752959,13*19*47*151,0,0
1324,-1,19,1752957,3*3*31*61*103,0,0
1324,-1,23,1752953,1752953,1,1
1324,-1,29,1752947,7*179*1399,0,0
1324,-1,31,1752945,3*5*23*5081,0,0
1324,-1,37,1752939,3*3*194771,0,0
1324,-1,41,1752935,5*350587,0,0
1324,-1,43,1752933,3*7*13*6421,0,0
1326,1,3,1758279,3*19*109*283,0,0
1326,1,5,1758281,7*23*67*163,0,0
1326,1,7,1758283,1758283,1,1
1326,1,11,1758287,1758287,1,1
1326,1,13,1758289,13*31*4363,0,0
1326,1,17,1758293,17*293*353,0,0
1326,1,19,1758295,5*7*11*4567,0,0
1326,1,23,1758299,29*60631,0,1
1326,1,29,1758305,5*351661,0,0
1326,1,31,1758307,1758307,1,1
1326,1,37,1758313,43*103*397,0,0
1326,1,41,1758317,11*19*47*179,0,0
1326,1,43,1758319,97*18127,0,1
1326,-1,3,1758273,3*11*53281,0,0
1326,-1,5,1758271,491*3581,0,1
1326,-1,7,1758269,1758269,1,1
1326,-1,11,1758265,5*351653,0,0
1326,-1,13,1758263,13*211*641,0,0
1326,-1,17,1758259,17*59*1753,0,0
1326,-1,19,1758257,1758257,1,1
1326,-1,23,1758253,7*251179,0,1
1326,-1,29,1758247,1758247,1,1
1326,-1,31,1758245,5*593*593,0,0
1326,-1,37,1758239,7*251177,0,1
1326,-1,41,1758235,5*23*15289,0,0
1326,-1,43,1758233,1758233,1,1
1328,1,3,1763587,7*251941,0,1
1328,1,5,1763589,3*587863,0,0
1328,1,7,1763591,113*15607,0,1
1328,1,11,1763595,3*3*5*39191,0,0
1328,1,13,1763597,11*17*9431,0,0
1328,1,17,1763601,3*7*137*613,0,0
1328,1,19,1763603,1763603,1,1
1328,1,23,1763607,3*73*8053,0,0
1328,1,29,1763613,3*3*3*3*21773,0,0
1328,1,31,1763615,5*7*41*1229,0,0
1328,1,37,1763621,31*56891,0,1
1328,1,41,1763625,3*5*5*5*4703,0,0
1328,1,43,1763627,1763627,1,1
1328,-1,3,1763581,47*157*239,0,0
1328,-1,5,1763579,1763579,1,1
1328,-1,7,1763577,3*3*29*29*233,0,0
1328,-1,11,1763573,7*251939,0,1
1328,-1,13,1763571,3*23*61*419,0,0
1328,-1,17,1763567,13*293*463,0,0
1328,-1,19,1763565,3*5*117571,0,0
1328,-1,23,1763561,19*101*919,0,0
1328,-1,29,1763555,5*352711,0,0
1328,-1,31,1763553,3*11*53441,0,0
1328,-1,37,1763547,3*587849,0,0
1328,-1,41,1763543,1763543,1,1
1328,-1,43,1763541,3*3*13*15073,0,0
1330,1,3,1768903,1768903,1,1
1330,1,5,1768905,3*3*3*5*13103,0,0
1330,1,7,1768907,7*23*10987,0,0
1330,1,11,1768911,3*199*2963,0,0
1330,1,13,1768913,29*181*337,0,0
1330,1,17,1768917,3*589639,0,0
1330,1,19,1768919,19*157*593,0,0
1330,1,23,1768923,3*3*13*13*1163,0,0
1330,1,29,1768929,3*589643,0,0
1330,1,31,1768931,257*6883,0,1
1330,1,37,1768937,1768937,1,1
1330,1,41,1768941,3*3*196549,0,0
1330,1,43,1768943,11*160813,0,1
1330,-1,3,1768897,13*136069,0,1
1330,-1,5,1768895,5*281*1259,0,0
1330,-1,7,1768893,3*7*131*643,0,0
1330,-1,11,1768889,79*22391,0,1
1330,-1,13,1768887,3*3*196543,0,0
1330,-1,17,1768883,353*5011,0,1
1330,-1,19,1768881,3*19*31033,0,0
1330,-1,23,1768877,11*160807,0,1
1330,-1,29,1768871,13*136067,0,1
1330,-1,31,1768869,3*3*196541,0,0
1330,-1,37,1768863,3*41*73*197,0,0
1330,-1,41,1768859,37*47807,0,1
1330,-1,43,1768857,3*461*1279,0,0
1332,1,3,1774227,3*7*13*67*97,0,0
1332,1,5,1774229,389*4561,0,1
1332,1,7,1774231,701*2531,0,1
1332,1,11,1774235,5*354847,0,0
1332,1,13,1774237,271*6547,0,1
1332,1,17,1774241,7*7*36209,0,0
1332,1,19,1774243,23*77141,0,1
1332,1,23,1774247,1774247,1,1
1332,1,29,1774253,13*136481,0,1
1332,1,31,1774255,5*7*163*311,0,0
1332,1,37,1774261,37*79*607,0,0
1332,1,41,1774265,5*73*4861,0,0
1332,1,43,1774267,11*101*1597,0,0
1332,-1,3,1774221,3*591407,0,0
1332,-1,5,1774219,71*24989,0,1
1332,-1,7,1774217,1774217,1,1
1332,-1,11,1774213,7*113*2243,0,0
1332,-1,13,1774211,347*5113,0,1
1332,-1,17,1774207,1774207,1,1
1332,-1,19,1774205,5*17*20873,0,0
1332,-1,23,1774201,11*13*19*653,0,0
1332,-1,29,1774195,5*354839,0,0
1332,-1,31,1774193,41*109*397,0,0
1332,-1,37,1774187,37*47951,0,1
1332,-1,41,1774183,1774183,1,1
1332,-1,43,1774181,821*2161,0,1
1334,1,3,1779559,19*229*409,0,0
1334,1,5,1779561,3*3*7*47*601,0,0
1334,1,7,1779563,359*4957,0,1
1334,1,11,1779567,3*421*1409,0,0
1334,1,13,1779569,11*161779,0,1
1334,1,17,1779573,3*281*2111,0,0
1334,1,19,1779575,5*5*7*10169,0,0
1334,1,23,1779579,3*3*23*8597,0,0
1334,1,29,1779585,3*5*29*4091,0,0
1334,1,31,1779587,67*26561,0,1
1334,1,37,1779593,593*3001,0,1
1334,1,41,1779597,3*3*3*19*3469,0,0
1334,1,43,1779599,431*4129,0,1
1334,-1,3,1779553,61*29173,0,1
1334,-1,5,1779551,349*5099,0,1
1334,-1,7,1779549,3*593183,0,0
1334,-1,11,1779545,5*355909,0,0
1334,-1,13,1779543,3*3*3*17*3877,0,0
1334,-1,17,1779539,613*2903,0,1
1334,-1,19,1779537,3*593179,0,0
1334,-1,23,1779533,7*7*23*1579,0,0
1334,-1,29,1779527,29*61363,0,1
1334,-1,31,1779525,3*3*5*5*11*719,0,0
1334,-1,37,1779519,3*7*101*839,0,0
1334,-1,41,1779515,5*37*9619,0,0
1334,-1,43,1779513,3*593171,0,0
1336,1,3,1784899,139*12841,0,1
1336,1,5,1784901,3*227*2621,0,0
1336,1,7,1784903,1784903,1,1
1336,1,11,1784907,3*3*198323,0,0
1336,1,13,1784909,7*254987,0,1
1336,1,17,1784913,3*13*45767,0,0
1336,1,19,1784915,5*11*17*23*83,0,0
1336,1,23,1784919,3*47*12659,0,0
1336,1,29,1784925,3*3*5*5*7933,0,0
1336,1,31,1784927,59*30253,0,1
1336,1,37,1784933,157*11369,0,1
1336,1,41,1784937,3*7*11*7727,0,0
1336,1,43,1784939,13*137303,0,1
1336,-1,3,1784893,11*162263,0,1
1336,-1,5,1784891,1784891,1,1
1336,-1,7,1784889,3*3*3*66107,0,0
1336,-1,11,1784885,5*356977,0,0
1336,-1,13,1784883,3*594961,0,0
1336,-1,17,1784879,19*93941,0,1
1336,-1,19,1784877,3*594959,0,0
1336,-1,23,1784873,1784873,1,1
1336,-1,29,1784867,7*107*2383,0,0
1336,-1,31,1784865,3*5*257*463,0,0
1336,-1,37,1784859,3*594953,0,0
1336,-1,41,1784855,5*487*733,0,0
1336,-1,43,1784853,3*3*7*41*691,0,0
1338,1,3,1790247,3*596749,0,0
1338,1,5,1790249,647*2767,0,1
1338,1,7,1790251,23*277*281,0,0
1338,1,11,1790255,5*358051,0,0
1338,1,13,1790257,7*29*8819,0,0
1338,1,17,1790261,11*162751,0,1
1338,1,19,1790263,1790263,1,1
1338,1,23,1790267,593*3019,0,1
1338,1,29,1790273,857*2089,0,1
1338,1,31,1790275,5*5*19*3769,0,0
1338,1,37,1790281,31*57751,0,1
1338,1,41,1790285,5*7*51151,0,0
1338,1,43,1790287,17*53*1987,0,0
1338,-1,3,1790241,3*263*2269,0,0
1338,-1,5,1790239,11*162749,0,1
1338,-1,7,1790237,19*59*1597,0,0
1338,-1,11,1790233,1790233,1,1
1338,-1,13,1790231,1790231,1,1
1338,-1,17,1790227,83*21569,0,1
1338,-1,19,1790225,5*5*101*709,0,0
1338,-1,23,1790221,1790221,1,1
1338,-1,29,1790215,5*7*7*7307,0,0
1338,-1,31,1790213,1790213,1,1
1338,-1,37,1790207,1217*1471,0,1
1338,-1,41,1790203,1790203,1,1
1338,-1,43,1790201,7*255743,0,1
1340,1,3,1795603,1795603,1,1
1340,1,5,1795605,3*5*7*7*7*349,0,0
1340,1,7,1795607,11*239*683,0,0
1340,1,11,1795611,3*598537,0,0
1340,1,13,1795613,31*57923,0,1
1340,1,17,1795617,3*3*131*1523,0,0
1340,1,19,1795619,7*256517,0,1
1340,1,23,1795623,3*598541,0,0
1340,1,29,1795629,3*11*54413,0,0
1340,1,31,1795631,397*4523,0,1
1340,1,37,1795637,43*41759,0,1
1340,1,41,1795641,3*751*797,0,0
1340,1,43,1795643,307*5849,0,1
1340,-1,3,1795597,997*1801,0,1
1340,-1,5,1795595,5*19*41*461,0,0
1340,-1,7,1795593,3*29*20639,0,0
1340,-1,11,1795589,229*7841,0,1
1340,-1,13,1795587,3*23*53*491,0,0
1340,-1,17,1795583,1795583,1,1
1340,-1,19,1795581,3*3*3*73*911,0,0
1340,-1,23,1795577,7*199*1289,0,0
1340,-1,29,1795571,1795571,1,1
1340,-1,31,1795569,3*487*1229,0,0
1340,-1,37,1795563,3*3*7*11*2591,0,0
1340,-1,41,1795559,1795559,1,1
1340,-1,43,1795557,3*17*17*19*109,0,0
1342,1,3,1800967,7*257281,0,1
1342,1,5,1800969,3*23*43*607,0,0
1342,1,7,1800971,331*5441,0,1
1342,1,11,1800975,3*5*5*11*37*59,0,0
1342,1,13,1800977,151*11927,0,1
1342,1,17,1800981,3*3*3*7*13*733,0,0
1342,1,19,1800983,73*24671,0,1
1342,1,23,1800987,3*29*127*163,0,0
1342,1,29,1800993,3*47*53*241,0,0
1342,1,31,1800995,5*7*7*7351,0,0
1342,1,37,1801001,311*5791,0,1
1342,1,41,1801005,3*5*120067,0,0
1342,1,43,1801007,13*31*41*109,0,0
1342,-1,3,1800961,1800961,1,1
1342,-1,5,1800959,1800959,1,1
1342,-1,7,1800957,3*600319,0,0
1342,-1,11,1800953,7*11*19*1231,0,0
1342,-1,13,1800951,3*600317,0,0
1342,-1,17,1800947,157*11471,0,1
1342,-1,19,1800945,3*3*5*31*1291,0,0
1342,-1,23,1800941,593*3037,0,1
1342,-1,29,1800935,5*360187,0,0
1342,-1,31,1800933,3*600311,0,0
1342,-1,37,1800927,3*3*3*66701,0,0
1342,-1,41,1800923,23*78301,0,1
1342,-1,43,1800921,3*600307,0,0
1344,1,3,1806339,3*31*19423,0,0
1344,1,5,1806341,1806341,1,1
1344,1,7,1806343,7*11*23459,0,0
1344,1,11,1806347,1806347,1,1
1344,1,13,1806349,19*95071,0,1
1344,1,17,1806353,1806353,1,1
1344,1,19,1806355,5*361271,0,0
1344,1,23,1806359,131*13789,0,1
1344,1,29,1806365,5*11*32843,0,0
1344,1,31,1806367,839*2153,0,1
1344,1,37,1806373,1806373,1,1
1344,1,41,1806377,37*48821,0,1
1344,1,43,1806379,1806379,1,1
1344,-1,3,1806333,3*602111,0,0
1344,-1,5,1806331,1806331,1,1
1344,-1,7,1806329,7*83*3109,0,0
1344,-1,11,1806325,5*5*72253,0,0
1344,-1,13,1806323,29*199*313,0,0
1344,-1,17,1806319,659*2741,0,1
1344,-1,19,1806317,277*6521,0,1
1344,-1,23,1806313,1806313,1,1
1344,-1,29,1806307,521*3467,0,1
1344,-1,31,1806305,5*23*113*139,0,0
1344,-1,37,1806299,11*164209,0,1
1344,-1,41,1806295,5*241*1499,0,0
1344,-1,43,1806293,53*173*197,0,0
1346,1,3,1811719,7*13*43*463,0,0
1346,1,5,1811721,3*603907,0,0
1346,1,7,1811723,1811723,1,1
1346,1,11,1811727,3*3*3*3*22367,0,0
1346,1,13,1811729,113*16033,0,1
1346,1,17,1811733,3*7*11*11*23*31,0,0
1346,1,19,1811735,5*362347,0,0
1346,1,23,1811739,3*603913,0,0
1346,1,29,1811745,3*3*5*13*19*163,0,0
1346,1,31,1811747,7*67*3863,0,0
1346,1,37,1811753,439*4127,0,1
1346,1,41,1811757,3*603919,0,0
1346,1,43,1811759,1811759,1,1
1346,-1,3,1811713,59*30707,0,1
1346,-1,5,1811711,11*164701,0,1
1346,-1,7,1811709,3*3*47*4283,0,0
1346,-1,11,1811705,5*7*37*1399,0,0
1346,-1,13,1811703,3*603901,0,0
1346,-1,17,1811699,53*34183,0,1
1346,-1,19,1811697,3*603899,0,0
1346,-1,23,1811693,13*139361,0,1
1346,-1,29,1811687,23*227*347,0,0
1346,-1,31,1811685,3*5*120779,0,0
1346,-1,37,1811679,3*603893,0,0
1346,-1,41,1811675,5*5*72467,0,0
1346,-1,43,1811673,3*3*3*17*3947,0,0
1348,1,3,1817107,37*67*733,0,0
1348,1,5,1817109,3*3*7*28843,0,0
1348,1,7,1817111,29*62659,0,1
1348,1,11,1817115,3*5*23*23*229,0,0
1348,1,13,1817117,239*7603,0,1
1348,1,17,1817121,3*605707,0,0
1348,1,19,1817123,7*11*23599,0,0
1348,1,23,1817127,3*3*3*13*31*167,0,0
1348,1,29,1817133,3*307*1973,0,0
1348,1,31,1817135,5*227*1601,0,0
1348,1,37,1817141,19*59*1621,0,0
1348,1,41,1817145,3*3*5*11*3671,0,0
1348,1,43,1817147,17*139*769,0,0
1348,-1,3,1817101,11*13*97*131,0,0
1348,-1,5,1817099,1817099,1,1
1348,-1,7,1817097,3*467*1297,0,0
1348,-1,11,1817093,1817093,1,1
1348,-1,13,1817091,3*3*101*1999,0,0
1348,-1,17,1817087,1817087,1,1
1348,-1,19,1817085,3*5*121139,0,0
1348,-1,23,1817081,7*259583,0,1
1348,-1,29,1817075,5*5*13*5591,0,0
1348,-1,31,1817073,3*3*3*3*22433,0,0
1348,-1,37,1817067,3*7*7*47*263,0,0
1348,-1,41,1817063,1817063,1,1
1348,-1,43,1817061,3*605687,0,0
1350,1,3,1822503,3*163*3727,0,0
1350,1,5,1822505,5*29*12569,0,0
1350,1,7,1822507,569*3203,0,1
1350,1,11,1822511,53*137*251,0,0
1350,1,13,1822513,7*11*23669,0,0
1350,1,17,1822517,1822517,1,1
1350,1,19,1822519,17*47*2281,0,0
1350,1,23,1822523,653*2791,0,1
1350,1,29,1822529,1822529,1,1
1350,1,31,1822531,107*17033,0,1
1350,1,37,1822537,19*95923,0,1
1350,1,41,1822541,7*260363,0,1
1350,1,43,1822543,23*79241,0,1
1350,-1,3,1822497,3*23*61*433,0,0
1350,-1,5,1822495,5*364499,0,0
1350,-1,7,1822493,1822493,1,1
1350,-1,11,1822489,181*10069,0,1
1350,-1,13,1822487,1822487,1,1
1350,-1,17,1822483,13*140191,0,1
1350,-1,19,1822481,1822481,1,1
1350,-1,23,1822477,1822477,1,1
1350,-1,29,1822471,7*167*1559,0,0
1350,-1,31,1822469,11*43*3853,0,0
1350,-1,37,1822463,1822463,1,1
1350,-1,41,1822459,31*58789,0,1
1350,-1,43,1822457,7*7*13*2861,0,0
1352,1,3,1827907,619*2953,0,1
1352,1,5,1827909,3*3*83*2447,0,0
1352,1,7,1827911,37*127*389,0,0
1352,1,11,1827915,3*5*31*3931,0,0
1352,1,13,1827917,7*13*53*379,0,0
1352,1,17,1827921,3*609307,0,0
1352,1,19,1827923,277*6599,0,1
1352,1,23,1827927,3*3*3*3*22567,0,0
1352,1,29,1827933,3*19*32069,0,0
1352,1,31,1827935,5*365587,0,0
1352,1,37,1827941,103*17747,0,1
1352,1,41,1827945,3*3*5*7*7*829,0,0
1352,1,43,1827947,11*11*15107,0,0
1352,-1,3,1827901,1827901,1,1
1352,-1,5,1827899,29*63031,0,1
1352,-1,7,1827897,3*283*2153,0,0
1352,-1,11,1827893,211*8663,0,1
1352,-1,13,1827891,3*3*13*17*919,0,0
1352,-1,17,1827887,43*42509,0,1
1352,-1,19,1827885,3*5*233*523,0,0
1352,-1,23,1827881,11*107*1553,0,0
1352,-1,29,1827875,5*5*5*7*2089,0,0
1352,-1,31,1827873,3*3*3*67699,0,0
1352,-1,37,1827867,3*609289,0,0
1352,-1,41,1827863,1827863,1,1
1352,-1,43,1827861,3*7*87041,0,0
1354,1,3,1833319,1833319,1,1
1354,1,5,1833321,3*7*67*1303,0,0
1354,1,7,1833323,53*34591,0,1
1354,1,11,1833327,3*3*3*67901,0,0
1354,1,13,1833329,19*47*2053,0,0
1354,1,17,1833333,3*611111,0,0
1354,1,19,1833335,5*7*7*7*1069,0,0
1354,1,23,1833339,3*611113,0,0
1354,1,29,1833345,3*3*5*131*311,0,0
1354,1,31,1833347,1833347,1,1
1354,1,37,1833353,23*79*1009,0,0
1354,1,41,1833357,3*389*1571,0,0
1354,1,43,1833359,11*166669,0,1
1354,-1,3,1833313,37*49549,0,1
1354,-1,5,1833311,89*20599,0,1
1354,-1,7,1833309,3*3*31*6571,0,0
1354,-1,11,1833305,5*43*8527,0,0
1354,-1,13,1833303,3*611101,0,0
1354,-1,17,1833299,13*141023,0,1
1354,-1,19,1833297,3*17*103*349,0,0
1354,-1,23,1833293,7*11*29*821,0,0
1354,-1,29,1833287,241*7607,0,1
1354,-1,31,1833285,3*5*122219,0,0
1354,-1,37,1833279,3*7*87299,0,0
1354,-1,41,1833275,5*5*73331,0,0
1354,-1,43,1833273,3*3*3*3*13*1741,0,0
1356,1,3,1838739,3*7*87559,0,0
1356,1,5,1838741,1838741,1,1
1356,1,7,1838743,1838743,1,1
1356,1,11,1838747,1838747,1,1
1356,1,13,1838749,11*167159,0,1
1356,1,17,1838753,7*347*757,0,0
1356,1,19,1838755,5*367751,0,0
1356,1,23,1838759,13*141443,0,1
1356,1,29,1838765,5*31*11863,0,0
1356,1,31,1838767,7*262681,0,1
1356,1,37,1838773,1838773,1,1
1356,1,41,1838777,353*5209,0,1
1356,1,43,1838779,181*10159,0,1
1356,-1,3,1838733,3*13*47147,0,0
1356,-1,5,1838731,1201*1531,0,1
1356,-1,7,1838729,53*34693,0,1
1356,-1,11,1838725,5*5*7*7*19*79,0,0
1356,-1,13,1838723,43*61*701,0,0
1356,-1,17,1838719,1838719,1,1
1356,-1,19,1838717,1838717,1,1
1356,-1,23,1838713,1061*1733,0,1
1356,-1,29,1838707,13*141439,0,1
1356,-1,31,1838705,5*11*101*331,0,0
1356,-1,37,1838699,83*22153,0,1
1356,-1,41,1838695,5*367739,0,0
1356,-1,43,1838693,1838693,1,1
1358,1,3,1844167,13*127*1117,0,0
1358,1,5,1844169,3*89*6907,0,0
1358,1,7,1844171,7*109*2417,0,0
1358,1,11,1844175,3*5*5*67*367,0,0
1358,1,13,1844177,17*83*1307,0,0
1358,1,17,1844181,3*3*3*167*409,0,0
1358,1,19,1844183,11*359*467,0,0
1358,1,23,1844187,3*614729,0,0
1358,1,29,1844193,3*13*47287,0,0
1358,1,31,1844195,5*233*1583,0,0
1358,1,37,1844201,1844201,1,1
1358,1,41,1844205,3*5*11*11177,0,0
1358,1,43,1844207,1844207,1,1
1358,-1,3,1844161,11*11*15241,0,0
1358,-1,5,1844159,19*31*31*101,0,0
1358,-1,7,1844157,3*7*137*641,0,0
1358,-1,11,1844153,1844153,1,1
1358,-1,13,1844151,3*614717,0,0
1358,-1,17,1844147,433*4259,0,1
1358,-1,19,1844145,3*3*5*107*383,0,0
1358,-1,23,1844141,13*43*3299,0,0
1358,-1,29,1844135,5*53*6959,0,0
1358,-1,31,1844133,3*199*3089,0,0
1358,-1,37,1844127,3*3*3*3*3*7589,0,0
1358,-1,41,1844123,1844123,1,1
1358,-1,43,1844121,3*19*32353,0,0
1360,1,3,1849603,7*7*37747,0,0
1360,1,5,1849605,3*5*123307,0,0
1360,1,7,1849607,179*10333,0,1
1360,1,11,1849611,3*616537,0,0
1360,1,13,1849613,101*18313,0,1
1360,1,17,1849617,3*3*7*11*17*157,0,0
1360,1,19,1849619,251*7369,0,1
1360,1,23,1849623,3*397*1553,0,0
1360,1,29,1849629,3*257*2399,0,0
1360,1,31,1849631,7*19*13907,0,0
1360,1,37,1849637,23*137*587,0,0
1360,1,41,1849641,3*616547,0,0
1360,1,43,1849643,1849643,1,1
1360,-1,3,1849597,491*3767,0,1
1360,-1,5,1849595,5*11*33629,0,0
1360,-1,7,1849593,3*19*37*877,0,0
1360,-1,11,1849589,7*131*2017,0,0
1360,-1,13,1849587,3*616529,0,0
1360,-1,17,1849583,17*108799,0,1
1360,-1,19,1849581,3*3*3*61*1123,0,0
1360,-1,23,1849577,1849577,1,1
1360,-1,29,1849571,103*17957,0,1
1360,-1,31,1849569,3*616523,0,0
1360,-1,37,1849563,3*3*205507,0,0
1360,-1,41,1849559,43*43013,0,1
1360,-1,43,1849557,3*616519,0,0
1362,1,3,1855047,3*618349,0,0
1362,1,5,1855049,7*265007,0,1
1362,1,7,1855051,11*11*15331,0,0
1362,1,11,1855055,5*577*643,0,0
1362,1,13,1855057,17*109121,0,1
1362,1,17,1855061,13*142697,0,1
1362,1,19,1855063,7*43*6163,0,0
1362,1,23,1855067,101*18367,0,1
1362,1,29,1855073,11*168643,0,1
1362,1,31,1855075,5*5*74203,0,0
1362,1,37,1855081,523*3547,0,1
1362,1,41,1855085,5*563*659,0,0
1362,1,43,1855087,13*142699,0,1
1362,-1,3,1855041,3*618347,0,0
1362,-1,5,1855039,1855039,1,1
1362,-1,7,1855037,809*2293,0,1
1362,-1,11,1855033,1855033,1,1
1362,-1,13,1855031,1855031,1,1
1362,-1,17,1855027,19*89*1097,0,0
1362,-1,19,1855025,5*5*74201,0,0
1362,-1,23,1855021,7*265003,0,1
1362,-1,29,1855015,5*353*1051,0,0
1362,-1,31,1855013,1855013,1,1
1362,-1,37,1855007,7*11*24091,0,0
1362,-1,41,1855003,73*25411,0,1
1362,-1,43,1855001,1855001,1,1
1364,1,3,1860499,19*181*541,0,0
1364,1,5,1860501,3*281*2207,0,0
1364,1,7,1860503,1860503,1,1
1364,1,11,1860507,3*3*11*18793,0,0
1364,1,13,1860509,7*265787,0,1
1364,1,17,1860513,3*620171,0,0
1364,1,19,1860515,5*139*2677,0,0
1364,1,23,1860519,3*349*1777,0,0
1364,1,29,1860525,3*3*5*5*8269,0,0
1364,1,31,1860527,31*60017,0,1
1364,1,37,1860533,1860533,1,1
1364,1,41,1860537,3*7*19*4663,0,0
1364,1,43,1860539,23*41*1973,0,0
1364,-1,3,1860493,23*23*3517,0,0
1364,-1,5,1860491,521*3571,0,1
1364,-1,7,1860489,3*3*3*3*103*223,0,0
1364,-1,11,1860485,5*11*33827,0,0
1364,-1,13,1860483,3*620161,0,0
1364,-1,17,1860479,1860479,1,1
1364,-1,19,1860477,3*620159,0,0
1364,-1,23,1860473,317*5869,0,1
1364,-1,29,1860467,7*265781,0,1
1364,-1,31,1860465,3*5*31*4001,0,0
1364,-1,37,1860459,3*53*11701,0,0
1364,-1,41,1860455,5*607*613,0,0
1364,-1,43,1860453,3*3*7*29531,0,0
1366,1,3,1865959,1865959,1,1
1366,1,5,1865961,3*3*207329,0,0
1366,1,7,1865963,11*169633,0,1
1366,1,11,1865967,3*23*27043,0,0
1366,1,13,1865969,7*7*113*337,0,0
1366,1,17,1865973,3*107*5813,0,0
1366,1,19,1865975,5*5*101*739,0,0
1366,1,23,1865979,3*3*207331,0,0
1366,1,29,1865985,3*5*11*43*263,0,0
1366,1,31,1865987,1865987,1,1
1366,1,37,1865993,59*31627,0,1
1366,1,41,1865997,3*3*3*3*3*7*1097,0,0
1366,1,43,1865999,1865999,1,1
1366,-1,3,1865953,73*25561,0,1
1366,-1,5,1865951,41*71*641,0,0
1366,-1,7,1865949,3*621983,0,0
1366,-1,11,1865945,5*157*2377,0,0
1366,-1,13,1865943,3*3*3*69109,0,0
1366,-1,17,1865939,1865939,1,1
1366,-1,19,1865937,3*17*36587,0,0
1366,-1,23,1865933,19*98207,0,1
1366,-1,29,1865927,7*149*1789,0,0
1366,-1,31,1865925,3*3*5*5*8293,0,0
1366,-1,37,1865919,3*11*56543,0,0
1366,-1,41,1865915,5*373183,0,0
1366,-1,43,1865913,3*7*88853,0,0
1368,1,3,1871427,3*313*1993,0,0
1368,1,5,1871429,7*101*2647,0,0
1368,1,7,1871431,79*23689,0,1
1368,1,11,1871435,5*374287,0,0
1368,1,13,1871437,1871437,1,1
1368,1,17,1871441,11*13*23*569,0,0
1368,1,19,1871443,7*19*14071,0,0
1368,1,23,1871447,1871447,1,1
1368,1,29,1871453,479*3907,0,1
1368,1,31,1871455,5*374291,0,0
1368,1,37,1871461,1871461,1,1
1368,1,41,1871465,5*374293,0,0
1368,1,43,1871467,13*359*401,0,0
1368,-1,3,1871421,3*59*97*109,0,0
1368,-1,5,1871419,11*61*2789,0,0
1368,-1,7,1871417,1871417,1,1
1368,-1,11,1871413,1871413,1,1
1368,-1,13,1871411,17*110083,0,1
1368,-1,17,1871407,103*18169,0,1
1368,-1,19,1871405,5*19*19699,0,0
1368,-1,23,1871401,7*83*3221,0,0
1368,-1,29,1871395,5*23*16273,0,0
1368,-1,31,1871393,113*16561,0,1
1368,-1,37,1871387,7*267341,0,1
1368,-1,41,1871383,1871383,1,1
1368,-1,43,1871381,607*3083,0,1
1370,1,3,1876903,7*73*3673,0,0
1370,1,5,1876905,3*3*3*5*13903,0,0
1370,1,7,1876907,43*43649,0,1
1370,1,11,1876911,3*625637,0,0
1370,1,13,1876913,167*11239,0,1
1370,1,17,1876917,3*7*139*643,0,0
1370,1,19,1876919,11*17*10037,0,0
1370,1,23,1876923,3*3*347*601,0,0
1370,1,29,1876929,3*625643,0,0
1370,1,31,1876931,7*268133,0,1
1370,1,37,1876937,1319*1423,0,1
1370,1,41,1876941,3*3*11*18959,0,0
1370,1,43,1876943,971*1933,0,1
1370,-1,3,1876897,11*170627,0,1
1370,-1,5,1876895,5*31*12109,0,0
1370,-1,7,1876893,3*625631,0,0
1370,-1,11,1876889,7*53*5059,0,0
1370,-1,13,1876887,3*3*107*1949,0,0
1370,-1,17,1876883,101*18583,0,1
1370,-1,19,1876881,3*625627,0,0
1370,-1,23,1876877,19*173*571,0,0
1370,-1,29,1876871,67*109*257,0,0
1370,-1,31,1876869,3*3*23*9067,0,0
1370,-1,37,1876863,3*625621,0,0
1370,-1,41,1876859,1876859,1,1
1370,-1,43,1876857,3*41*15259,0,0
1372,1,3,1882387,13*19*7621,0,0
1372,1,5,1882389,3*23*27281,0,0
1372,1,7,1882391,7*268913,0,1
1372,1,11,1882395,3*3*5*59*709,0,0
1372,1,13,1882397,11*11*47*331,0,0
1372,1,17,1882401,3*53*11839,0,0
1372,1,19,1882403,1882403,1,1
1372,1,23,1882407,3*233*2693,0,0
1372,1,29,1882413,3*3*3*13*31*173,0,0
1372,1,31,1882415,5*376483,0,0
1372,1,37,1882421,1882421,1,1
1372,1,41,1882425,3*5*5*19*1321,0,0
1372,1,43,1882427,17*110731,0,1
1372,-1,3,1882381,673*2797,0,1
1372,-1,5,1882379,619*3041,0,1
1372,-1,7,1882377,3*3*7*29879,0,0
1372,-1,11,1882373,521*3613,0,1
1372,-1,13,1882371,3*389*1613,0,0
1372,-1,17,1882367,1882367,1,1
1372,-1,19,1882365,3*5*67*1873,0,0
1372,-1,23,1882361,13*29*4993,0,0
1372,-1,29,1882355,5*376471,0,0
1372,-1,31,1882353,3*11*57041,0,0
1372,-1,37,1882347,3*627449,0,0
1372,-1,41,1882343,23*223*367,0,0
1372,-1,43,1882341,3*3*199*1051,0,0
1374,1,3,1887879,3*7*89899,0,0
1374,1,5,1887881,509*3709,0,1
1374,1,7,1887883,1887883,1,1
1374,1,11,1887887,103*18329,0,1
1374,1,13,1887889,61*30949,0,1
1374,1,17,1887893,7*283*953,0,0
1374,1,19,1887895,5*491*769,0,0
1374,1,23,1887899,13*13*11171,0,0
1374,1,29,1887905,5*377581,0,0
