n,sign,q,value,factors,prime,rough_squarefree_P2
1580,-1,7,2496393,3*3*3*92459,0,0
1580,-1,11,2496389,7*503*709,0,0
1580,-1,13,2496387,3*832129,0,0
1580,-1,17,2496383,2496383,1,1
1580,-1,19,2496381,3*73*11399,0,0
1580,-1,23,2496377,13*192029,0,1
1580,-1,29,2496371,2496371,1,1
1580,-1,31,2496369,3*832123,0,0
1580,-1,37,2496363,3*832121,0,0
1580,-1,41,2496359,1109*2251,0,1
1580,-1,43,2496357,3*3*277373,0,0
1582,1,3,2502727,937*2671,0,1
1582,1,5,2502729,3*3*29*43*223,0,0
1582,1,7,2502731,7*11*32503,0,0
1582,1,11,2502735,3*5*166849,0,0
1582,1,13,2502737,19*157*839,0,0
1582,1,17,2502741,3*229*3643,0,0
1582,1,19,2502743,823*3041,0,1
1582,1,23,2502747,3*3*13*21391,0,0
1582,1,29,2502753,3*11*149*509,0,0
1582,1,31,2502755,5*131*3821,0,0
1582,1,37,2502761,2502761,1,1
1582,1,41,2502765,3*3*3*5*18539,0,0
1582,1,43,2502767,2502767,1,1
1582,-1,3,2502721,13*13*59*251,0,0
1582,-1,5,2502719,2502719,1,1
1582,-1,7,2502717,3*7*37*3221,0,0
1582,-1,11,2502713,53*47221,0,1
1582,-1,13,2502711,3*3*3*92693,0,0
1582,-1,17,2502707,1103*2269,0,1
1582,-1,19,2502705,3*5*166847,0,0
1582,-1,23,2502701,2502701,1,1
1582,-1,29,2502695,5*13*139*277,0,0
1582,-1,31,2502693,3*3*487*571,0,0
1582,-1,37,2502687,3*11*181*419,0,0
1582,-1,41,2502683,2502683,1,1
1582,-1,43,2502681,3*41*20347,0,0
1584,1,3,2509059,3*7*163*733,0,0
1584,1,5,2509061,2509061,1,1
1584,1,7,2509063,2509063,1,1
1584,1,11,2509067,11*228097,0,1
1584,1,13,2509069,71*35339,0,1
1584,1,17,2509073,7*53*6763,0,0
1584,1,19,2509075,5*5*100363,0,0
1584,1,23,2509079,2509079,1,1
1584,1,29,2509085,5*501817,0,0
1584,1,31,2509087,7*358441,0,1
1584,1,37,2509093,23*43*43*59,0,0
1584,1,41,2509097,877*2861,0,1
1584,1,43,2509099,97*25867,0,1
1584,-1,3,2509053,3*836351,0,0
1584,-1,5,2509051,29*241*359,0,0
1584,-1,7,2509049,281*8929,0,1
1584,-1,11,2509045,5*7*7*7*7*11*19,0,0
1584,-1,13,2509043,107*131*179,0,0
1584,-1,17,2509039,13*193003,0,1
1584,-1,19,2509037,2509037,1,1
1584,-1,23,2509033,383*6551,0,1
1584,-1,29,2509027,2509027,1,1
1584,-1,31,2509025,5*5*100361,0,0
1584,-1,37,2509019,173*14503,0,1
1584,-1,41,2509015,5*501803,0,0
1584,-1,43,2509013,13*17*11353,0,0
1586,1,3,2515399,769*3271,0,1
1586,1,5,2515401,3*3*3*7*13309,0,0
1586,1,7,2515403,11*347*659,0,0
1586,1,11,2515407,3*89*9421,0,0
1586,1,13,2515409,13*193493,0,1
1586,1,17,2515413,3*838471,0,0
1586,1,19,2515415,5*7*7*10267,0,0
1586,1,23,2515419,3*3*269*1039,0,0
1586,1,29,2515425,3*5*5*11*3049,0,0
1586,1,31,2515427,2515427,1,1
1586,1,37,2515433,31*53*1531,0,0
1586,1,41,2515437,3*3*277*1009,0,0
1586,1,43,2515439,17*79*1873,0,0
1586,-1,3,2515393,47*109*491,0,0
1586,-1,5,2515391,19*41*3229,0,0
1586,-1,7,2515389,3*838463,0,0
1586,-1,11,2515385,5*503077,0,0
1586,-1,13,2515383,3*3*13*21499,0,0
1586,-1,17,2515379,2515379,1,1
1586,-1,19,2515377,3*838459,0,0
1586,-1,23,2515373,7*29*12391,0,0
1586,-1,29,2515367,2515367,1,1
1586,-1,31,2515365,3*3*5*55897,0,0
1586,-1,37,2515359,3*7*11*10889,0,0
1586,-1,41,2515355,5*487*1033,0,0
1586,-1,43,2515353,3*19*44129,0,0
1588,1,3,2521747,2521747,1,1
1588,1,5,2521749,3*103*8161,0,0
1588,1,7,2521751,2521751,1,1
1588,1,11,2521755,3*3*5*56039,0,0
1588,1,13,2521757,7*31*11621,0,0
1588,1,17,2521761,3*11*11*6947,0,0
1588,1,19,2521763,17*148339,0,1
1588,1,23,2521767,3*840589,0,0
1588,1,29,2521773,3*3*3*3*163*191,0,0
1588,1,31,2521775,5*5*19*5309,0,0
1588,1,37,2521781,431*5851,0,1
1588,1,41,2521785,3*5*7*7*47*73,0,0
1588,1,43,2521787,41*61507,0,1
1588,-1,3,2521741,887*2843,0,1
1588,-1,5,2521739,11*229249,0,1
1588,-1,7,2521737,3*3*19*14747,0,0
1588,-1,11,2521733,2521733,1,1
1588,-1,13,2521731,3*673*1249,0,0
1588,-1,17,2521727,13*193979,0,1
1588,-1,19,2521725,3*5*5*33623,0,0
1588,-1,23,2521721,2521721,1,1
1588,-1,29,2521715,5*7*109*661,0,0
1588,-1,31,2521713,3*840571,0,0
1588,-1,37,2521707,3*71*11839,0,0
1588,-1,41,2521703,2521703,1,1
1588,-1,43,2521701,3*3*7*13*3079,0,0
1590,1,3,2528103,3*842701,0,0
1590,1,5,2528105,5*421*1201,0,0
1590,1,7,2528107,193*13099,0,1
1590,1,11,2528111,67*97*389,0,0
1590,1,13,2528113,7*361159,0,1
1590,1,17,2528117,733*3449,0,1
1590,1,19,2528119,11*311*739,0,0
1590,1,23,2528123,13*194471,0,1
1590,1,29,2528129,2528129,1,1
1590,1,31,2528131,101*25031,0,1
1590,1,37,2528137,23*109919,0,1
1590,1,41,2528141,7*11*32833,0,0
1590,1,43,2528143,31*81553,0,1
1590,-1,3,2528097,3*11*13*71*83,0,0
1590,-1,5,2528095,5*505619,0,0
1590,-1,7,2528093,541*4673,0,1
1590,-1,11,2528089,107*23627,0,1
1590,-1,13,2528087,17*148711,0,1
1590,-1,17,2528083,19*19*47*149,0,0
1590,-1,19,2528081,31*81551,0,1
1590,-1,23,2528077,2528077,1,1
1590,-1,29,2528071,7*13*13*2137,0,0
1590,-1,31,2528069,2528069,1,1
1590,-1,37,2528063,73*34631,0,1
1590,-1,41,2528059,2528059,1,1
1590,-1,43,2528057,7*7*51593,0,0
1592,1,3,2534467,13*19*31*331,0,0
1592,1,5,2534469,3*7*120689,0,0
1592,1,7,2534471,2534471,1,1
1592,1,11,2534475,3*5*5*47*719,0,0
1592,1,13,2534477,11*113*2039,0,0
1592,1,17,2534481,3*3*281609,0,0
1592,1,19,2534483,7*362069,0,1
1592,1,23,2534487,3*71*73*163,0,0
1592,1,29,2534493,3*13*13*4999,0,0
1592,1,31,2534495,5*506899,0,0
1592,1,37,2534501,2534501,1,1
1592,1,41,2534505,3*5*19*8893,0,0
1592,1,43,2534507,967*2621,0,1
1592,-1,3,2534461,179*14159,0,1
1592,-1,5,2534459,2534459,1,1
1592,-1,7,2534457,3*131*6449,0,0
1592,-1,11,2534453,89*28477,0,1
1592,-1,13,2534451,3*157*5381,0,0
1592,-1,17,2534447,1483*1709,0,1
1592,-1,19,2534445,3*3*5*17*3313,0,0
1592,-1,23,2534441,7*13*27851,0,0
1592,-1,29,2534435,5*506887,0,0
1592,-1,31,2534433,3*11*76801,0,0
1592,-1,37,2534427,3*3*7*7*7*821,0,0
1592,-1,41,2534423,2534423,1,1
1592,-1,43,2534421,3*499*1693,0,0
1594,1,3,2540839,7*362977,0,1
1594,1,5,2540841,3*67*12641,0,0
1594,1,7,2540843,263*9661,0,1
1594,1,11,2540847,3*846949,0,0
1594,1,13,2540849,2540849,1,1
1594,1,17,2540853,3*3*7*31*1301,0,0
1594,1,19,2540855,5*508171,0,0
1594,1,23,2540859,3*846953,0,0
1594,1,29,2540865,3*5*233*727,0,0
1594,1,31,2540867,7*47*7723,0,0
1594,1,37,2540873,53*191*251,0,0
1594,1,41,2540877,3*71*79*151,0,0
1594,1,43,2540879,11*11*11*23*83,0,0
1594,-1,3,2540833,23*61*1811,0,0
1594,-1,5,2540831,2540831,1,1
1594,-1,7,2540829,3*846943,0,0
1594,-1,11,2540825,5*5*7*14519,0,0
1594,-1,13,2540823,3*653*1297,0,0
1594,-1,17,2540819,563*4513,0,1
1594,-1,19,2540817,3*3*282313,0,0
1594,-1,23,2540813,11*19*12157,0,0
1594,-1,29,2540807,691*3677,0,1
1594,-1,31,2540805,3*5*113*1499,0,0
1594,-1,37,2540799,3*3*282311,0,0
1594,-1,41,2540795,5*508159,0,0
1594,-1,43,2540793,3*846931,0,0
1596,1,3,2547219,3*151*5623,0,0
1596,1,5,2547221,109*23369,0,1
1596,1,7,2547223,7*363889,0,1
1596,1,11,2547227,23*110749,0,1
1596,1,13,2547229,17*149837,0,1
1596,1,17,2547233,13*53*3697,0,0
1596,1,19,2547235,5*19*26813,0,0
1596,1,23,2547239,31*127*647,0,0
1596,1,29,2547245,5*509449,0,0
1596,1,31,2547247,2547247,1,1
1596,1,37,2547253,2547253,1,1
1596,1,41,2547257,2547257,1,1
1596,1,43,2547259,11*13*47*379,0,0
1596,-1,3,2547213,3*181*4691,0,0
1596,-1,5,2547211,2547211,1,1
1596,-1,7,2547209,7*363887,0,1
1596,-1,11,2547205,5*509441,0,0
1596,-1,13,2547203,2547203,1,1
1596,-1,17,2547199,2547199,1,1
1596,-1,19,2547197,19*79*1697,0,0
1596,-1,23,2547193,11*231563,0,1
1596,-1,29,2547187,83*30689,0,1
1596,-1,31,2547185,5*619*823,0,0
1596,-1,37,2547179,307*8297,0,1
1596,-1,41,2547175,5*5*139*733,0,0
1596,-1,43,2547173,2547173,1,1
1598,1,3,2553607,7*364801,0,1
1598,1,5,2553609,3*851203,0,0
1598,1,7,2553611,2553611,1,1
1598,1,11,2553615,3*3*5*56747,0,0
1598,1,13,2553617,11*269*863,0,0
1598,1,17,2553621,3*7*17*23*311,0,0
1598,1,19,2553623,1429*1787,0,1
1598,1,23,2553627,3*851209,0,0
1598,1,29,2553633,3*3*3*271*349,0,0
1598,1,31,2553635,5*7*7*7*1489,0,0
1598,1,37,2553641,43*59387,0,1
1598,1,41,2553645,3*5*170243,0,0
1598,1,43,2553647,2553647,1,1
1598,-1,3,2553601,2553601,1,1
1598,-1,5,2553599,2553599,1,1
1598,-1,7,2553597,3*3*167*1699,0,0
1598,-1,11,2553593,7*53*6883,0,0
1598,-1,13,2553591,3*851197,0,0
1598,-1,17,2553587,17*150211,0,1
1598,-1,19,2553585,3*5*170239,0,0
1598,-1,23,2553581,19*134399,0,1
1598,-1,29,2553575,5*5*23*4441,0,0
1598,-1,31,2553573,3*11*223*347,0,0
1598,-1,37,2553567,3*359*2371,0,0
1598,-1,41,2553563,31*82373,0,1
1598,-1,43,2553561,3*3*151*1879,0,0
1600,1,3,2560003,19*67*2011,0,0
1600,1,5,2560005,3*3*3*3*3*5*7*7*43,0,0
1600,1,7,2560007,1229*2083,0,1
1600,1,11,2560011,3*31*27527,0,0
1600,1,13,2560013,17*150589,0,1
1600,1,17,2560017,3*853339,0,0
1600,1,19,2560019,7*11*33247,0,0
1600,1,23,2560023,3*3*284447,0,0
1600,1,29,2560029,3*359*2377,0,0
1600,1,31,2560031,2560031,1,1
1600,1,37,2560037,73*35069,0,1
1600,1,41,2560041,3*3*11*19*1361,0,0
1600,1,43,2560043,47*54469,0,1
1600,-1,3,2559997,11*11*21157,0,0
1600,-1,5,2559995,5*79*6481,0,0
1600,-1,7,2559993,3*37*23063,0,0
1600,-1,11,2559989,2559989,1,1
1600,-1,13,2559987,3*3*61*4663,0,0
1600,-1,17,2559983,2559983,1,1
1600,-1,19,2559981,3*593*1439,0,0
1600,-1,23,2559977,7*257*1423,0,0
1600,-1,29,2559971,233*10987,0,1
1600,-1,31,2559969,3*3*23*83*149,0,0
1600,-1,37,2559963,3*7*139*877,0,0
1600,-1,41,2559959,2559959,1,1
1600,-1,43,2559957,3*853319,0,0
1602,1,3,2566407,3*787*1087,0,0
1602,1,5,2566409,23*241*463,0,0
1602,1,7,2566411,2566411,1,1
1602,1,11,2566415,5*513283,0,0
1602,1,13,2566417,7*366631,0,1
1602,1,17,2566421,11*13*131*137,0,0
1602,1,19,2566423,2566423,1,1
1602,1,23,2566427,2566427,1,1
1602,1,29,2566433,2566433,1,1
1602,1,31,2566435,5*47*67*163,0,0
1602,1,37,2566441,59*43499,0,1
1602,1,41,2566445,5*7*73327,0,0
1602,1,43,2566447,13*197419,0,1
1602,-1,3,2566401,3*855467,0,0
1602,-1,5,2566399,11*181*1289,0,0
1602,-1,7,2566397,31*82787,0,1
1602,-1,11,2566393,211*12163,0,1
1602,-1,13,2566391,433*5927,0,1
1602,-1,17,2566387,19*293*461,0,0
1602,-1,19,2566385,5*513277,0,0
1602,-1,23,2566381,1459*1759,0,1
1602,-1,29,2566375,5*5*5*7*7*419,0,0
1602,-1,31,2566373,281*9133,0,1
1602,-1,37,2566367,2566367,1,1
1602,-1,41,2566363,23*111581,0,1
1602,-1,43,2566361,7*523*701,0,0
1604,1,3,2572819,43*59833,0,1
1604,1,5,2572821,3*3*487*587,0,0
1604,1,7,2572823,11*11*11*1933,0,0
1604,1,11,2572827,3*47*71*257,0,0
1604,1,13,2572829,7*367547,0,1
1604,1,17,2572833,3*293*2927,0,0
1604,1,19,2572835,5*239*2153,0,0
1604,1,23,2572839,3*3*285871,0,0
1604,1,29,2572845,3*5*11*31*503,0,0
1604,1,31,2572847,19*19*7127,0,0
1604,1,37,2572853,727*3539,0,1
1604,1,41,2572857,3*3*3*7*13613,0,0
1604,1,43,2572859,2572859,1,1
1604,-1,3,2572813,59*43607,0,1
1604,-1,5,2572811,2572811,1,1
1604,-1,7,2572809,3*19*45137,0,0
1604,-1,11,2572805,5*514561,0,0
1604,-1,13,2572803,3*3*3*3*23*1381,0,0
1604,-1,17,2572799,2572799,1,1
1604,-1,19,2572797,3*17*61*827,0,0
1604,-1,23,2572793,29*79*1123,0,0
1604,-1,29,2572787,7*367541,0,1
1604,-1,31,2572785,3*3*5*57173,0,0
1604,-1,37,2572779,3*11*53*1471,0,0
1604,-1,41,2572775,5*5*102911,0,0
1604,-1,43,2572773,3*7*101*1213,0,0
1606,1,3,2579239,13*199*997,0,0
1606,1,5,2579241,3*7*263*467,0,0
1606,1,7,2579243,23*127*883,0,0
1606,1,11,2579247,3*3*11*26053,0,0
1606,1,13,2579249,2579249,1,1
1606,1,17,2579253,3*859751,0,0
1606,1,19,2579255,5*7*73693,0,0
1606,1,23,2579259,3*131*6563,0,0
1606,1,29,2579265,3*3*5*13*4409,0,0
1606,1,31,2579267,109*23663,0,1
1606,1,37,2579273,2579273,1,1
1606,1,41,2579277,3*569*1511,0,0
1606,1,43,2579279,293*8803,0,1
1606,-1,3,2579233,37*69709,0,1
1606,-1,5,2579231,19*29*31*151,0,0
1606,-1,7,2579229,3*3*3*95527,0,0
1606,-1,11,2579225,5*5*11*83*113,0,0
1606,-1,13,2579223,3*17*103*491,0,0
1606,-1,17,2579219,47*54877,0,1
1606,-1,19,2579217,3*71*12109,0,0
1606,-1,23,2579213,7*7*13*4049,0,0
1606,-1,29,2579207,571*4517,0,1
1606,-1,31,2579205,3*5*171947,0,0
1606,-1,37,2579199,3*7*122819,0,0
1606,-1,41,2579195,5*515839,0,0
1606,-1,43,2579193,3*3*19*15083,0,0
1608,1,3,2585667,3*7*123127,0,0
1608,1,5,2585669,29*163*547,0,0
1608,1,7,2585671,11*37*6353,0,0
1608,1,11,2585675,5*5*59*1753,0,0
1608,1,13,2585677,257*10061,0,1
1608,1,17,2585681,7*7*52769,0,0
1608,1,19,2585683,17*17*23*389,0,0
1608,1,23,2585687,13*198899,0,1
1608,1,29,2585693,11*313*751,0,0
1608,1,31,2585695,5*7*73877,0,0
1608,1,37,2585701,101*25601,0,1
1608,1,41,2585705,5*47*11003,0,0
1608,1,43,2585707,2585707,1,1
1608,-1,3,2585661,3*13*167*397,0,0
1608,-1,5,2585659,2585659,1,1
1608,-1,7,2585657,1061*2437,0,1
1608,-1,11,2585653,7*19*19441,0,0
1608,-1,13,2585651,829*3119,0,1
1608,-1,17,2585647,2585647,1,1
1608,-1,19,2585645,5*517129,0,0
1608,-1,23,2585641,2585641,1,1
1608,-1,29,2585635,5*13*39779,0,0
1608,-1,31,2585633,43*157*383,0,0
1608,-1,37,2585627,11*235057,0,1
1608,-1,41,2585623,2585623,1,1
1608,-1,43,2585621,193*13397,0,1
1610,1,3,2592103,2592103,1,1
1610,1,5,2592105,3*5*172807,0,0
1610,1,7,2592107,7*29*113*113,0,0
1610,1,11,2592111,3*864037,0,0
1610,1,13,2592113,19*227*601,0,0
1610,1,17,2592117,3*3*11*26183,0,0
1610,1,19,2592119,2592119,1,1
1610,1,23,2592123,3*23*37567,0,0
1610,1,29,2592129,3*109*7927,0,0
1610,1,31,2592131,97*26723,0,1
1610,1,37,2592137,1381*1877,0,1
1610,1,41,2592141,3*864047,0,0
1610,1,43,2592143,17*41*3719,0,0
1610,-1,3,2592097,47*131*421,0,0
1610,-1,5,2592095,5*11*47129,0,0
1610,-1,7,2592093,3*7*123433,0,0
1610,-1,11,2592089,2592089,1,1
1610,-1,13,2592087,3*864029,0,0
1610,-1,17,2592083,13*43*4637,0,0
1610,-1,19,2592081,3*3*3*3*3*10667,0,0
1610,-1,23,2592077,23*251*449,0,0
1610,-1,29,2592071,53*48907,0,1
1610,-1,31,2592069,3*79*10937,0,0
1610,-1,37,2592063,3*3*288007,0,0
1610,-1,41,2592059,173*14983,0,1
1610,-1,43,2592057,3*13*66463,0,0
1612,1,3,2598547,7*37*79*127,0,0
1612,1,5,2598549,3*866183,0,0
1612,1,7,2598551,877*2963,0,1
1612,1,11,2598555,3*5*191*907,0,0
1612,1,13,2598557,13*199889,0,1
1612,1,17,2598561,3*3*3*3*7*4583,0,0
1612,1,19,2598563,11*23*10271,0,0
1612,1,23,2598567,3*607*1427,0,0
1612,1,29,2598573,3*19*45589,0,0
1612,1,31,2598575,5*5*7*31*479,0,0
1612,1,37,2598581,73*35597,0,1
1612,1,41,2598585,3*5*11*15749,0,0
1612,1,43,2598587,103*25229,0,1
1612,-1,3,2598541,11*236231,0,1
1612,-1,5,2598539,41*61*1039,0,0
1612,-1,7,2598537,3*53*59*277,0,0
1612,-1,11,2598533,7*43*89*97,0,0
1612,-1,13,2598531,3*13*66629,0,0
1612,-1,17,2598527,257*10111,0,1
1612,-1,19,2598525,3*3*5*5*11549,0,0
1612,-1,23,2598521,2598521,1,1
1612,-1,29,2598515,5*519703,0,0
1612,-1,31,2598513,3*31*27941,0,0
1612,-1,37,2598507,3*3*3*157*613,0,0
1612,-1,41,2598503,2598503,1,1
1612,-1,43,2598501,3*17*50951,0,0
1614,1,3,2604999,3*139*6247,0,0
1614,1,5,2605001,7*563*661,0,0
1614,1,7,2605003,23*53*2137,0,0
1614,1,11,2605007,2605007,1,1
1614,1,13,2605009,11*11*21529,0,0
1614,1,17,2605013,2605013,1,1
1614,1,19,2605015,5*7*263*283,0,0
1614,1,23,2605019,2605019,1,1
1614,1,29,2605025,5*5*79*1319,0,0
1614,1,31,2605027,59*67*659,0,0
1614,1,37,2605033,19*167*821,0,0
1614,1,41,2605037,503*5179,0,1
1614,1,43,2605039,2605039,1,1
1614,-1,3,2604993,3*868331,0,0
1614,-1,5,2604991,109*23899,0,1
1614,-1,7,2604989,113*23053,0,1
1614,-1,11,2604985,5*37*14081,0,0
1614,-1,13,2604983,29*43*2089,0,0
1614,-1,17,2604979,13*200383,0,1
1614,-1,19,2604977,2604977,1,1
1614,-1,23,2604973,7*103*3613,0,0
1614,-1,29,2604967,149*17483,0,1
1614,-1,31,2604965,5*11*47363,0,0
1614,-1,37,2604959,7*372137,0,1
1614,-1,41,2604955,5*83*6277,0,0
1614,-1,43,2604953,13*200381,0,1
1616,1,3,2611459,67*38977,0,1
1616,1,5,2611461,3*47*18521,0,0
1616,1,7,2611463,421*6203,0,1
1616,1,11,2611467,3*3*3*311*311,0,0
1616,1,13,2611469,7*53*7039,0,0
1616,1,17,2611473,3*870491,0,0
1616,1,19,2611475,5*5*104459,0,0
1616,1,23,2611479,3*13*29*2309,0,0
1616,1,29,2611485,3*3*5*131*443,0,0
1616,1,31,2611487,2611487,1,1
1616,1,37,2611493,19*137447,0,1
1616,1,41,2611497,3*7*37*3361,0,0
1616,1,43,2611499,11*237409,0,1
1616,-1,3,2611453,13*200881,0,1
1616,-1,5,2611451,71*36781,0,1
1616,-1,7,2611449,3*3*290161,0,0
1616,-1,11,2611445,5*522289,0,0
1616,-1,13,2611443,3*23*37847,0,0
1616,-1,17,2611439,2611439,1,1
1616,-1,19,2611437,3*870479,0,0
1616,-1,23,2611433,11*43*5521,0,0
1616,-1,29,2611427,7*13*28697,0,0
1616,-1,31,2611425,3*5*5*34819,0,0
1616,-1,37,2611419,3*929*937,0,0
1616,-1,41,2611415,5*522283,0,0
1616,-1,43,2611413,3*3*3*7*41*337,0,0
1618,1,3,2617927,13*277*727,0,0
1618,1,5,2617929,3*3*23*12647,0,0
1618,1,7,2617931,617*4243,0,1
1618,1,11,2617935,3*5*37*53*89,0,0
1618,1,13,2617937,7*61*6131,0,0
1618,1,17,2617941,3*872647,0,0
1618,1,19,2617943,163*16061,0,1
1618,1,23,2617947,3*3*3*47*2063,0,0
1618,1,29,2617953,3*13*19*3533,0,0
1618,1,31,2617955,5*293*1787,0,0
1618,1,37,2617961,2617961,1,1
1618,1,41,2617965,3*3*5*7*8311,0,0
1618,1,43,2617967,11*237997,0,1
1618,-1,3,2617921,1307*2003,0,1
1618,-1,5,2617919,31*84449,0,1
1618,-1,7,2617917,3*29*30091,0,0
1618,-1,11,2617913,1163*2251,0,1
1618,-1,13,2617911,3*3*290879,0,0
1618,-1,17,2617907,2617907,1,1
1618,-1,19,2617905,3*5*174527,0,0
1618,-1,23,2617901,11*13*18307,0,0
1618,-1,29,2617895,5*7*74797,0,0
1618,-1,31,2617893,3*3*3*96959,0,0
1618,-1,37,2617887,3*151*5779,0,0
1618,-1,41,2617883,23*43*2647,0,0
1618,-1,43,2617881,3*7*17*7333,0,0
1620,1,3,2624403,3*61*14341,0,0
1620,1,5,2624405,5*7*167*449,0,0
1620,1,7,2624407,653*4019,0,1
1620,1,11,2624411,2624411,1,1
1620,1,13,2624413,11*19*29*433,0,0
1620,1,17,2624417,367*7151,0,1
1620,1,19,2624419,7*43*8719,0,0
1620,1,23,2624423,73*35951,0,1
1620,1,29,2624429,31*84659,0,1
1620,1,31,2624431,2624431,1,1
1620,1,37,2624437,2624437,1,1
1620,1,41,2624441,479*5479,0,1
1620,1,43,2624443,17*317*487,0,0
1620,-1,3,2624397,3*874799,0,0
1620,-1,5,2624395,5*491*1069,0,0
1620,-1,7,2624393,109*24077,0,1
1620,-1,11,2624389,107*24527,0,1
1620,-1,13,2624387,2624387,1,1
1620,-1,17,2624383,863*3041,0,1
1620,-1,19,2624381,2624381,1,1
1620,-1,23,2624377,7*83*4517,0,0
1620,-1,29,2624371,2624371,1,1
1620,-1,31,2624369,11*11*23*23*41,0,0
1620,-1,37,2624363,7*374909,0,1
1620,-1,41,2624359,431*6089,0,1
1620,-1,43,2624357,2624357,1,1
1622,1,3,2630887,7*375841,0,1
1622,1,5,2630889,3*3*67*4363,0,0
1622,1,7,2630891,2630891,1,1
1622,1,11,2630895,3*5*175393,0,0
1622,1,13,2630897,797*3301,0,1
1622,1,17,2630901,3*7*13*23*419,0,0
1622,1,19,2630903,11*11*17*1279,0,0
1622,1,23,2630907,3*3*3*97441,0,0
1622,1,29,2630913,3*876971,0,0
1622,1,31,2630915,5*7*75169,0,0
1622,1,37,2630921,2630921,1,1
1622,1,41,2630925,3*3*5*5*11*1063,0,0
1622,1,43,2630927,13*439*461,0,0
1622,-1,3,2630881,11*239171,0,1
1622,-1,5,2630879,2630879,1,1
1622,-1,7,2630877,3*31*28289,0,0
1622,-1,11,2630873,7*19*131*151,0,0
1622,-1,13,2630871,3*3*292319,0,0
1622,-1,17,2630867,53*49639,0,1
1622,-1,19,2630865,3*5*175391,0,0
1622,-1,23,2630861,2630861,1,1
1622,-1,29,2630855,5*23*22877,0,0
1622,-1,31,2630853,3*3*3*139*701,0,0
1622,-1,37,2630847,3*41*73*293,0,0
1622,-1,41,2630843,2630843,1,1
1622,-1,43,2630841,3*876947,0,0
1624,1,3,2637379,2637379,1,1
1624,1,5,2637381,3*461*1907,0,0
1624,1,7,2637383,7*376769,0,1
1624,1,11,2637387,3*3*3*23*31*137,0,0
1624,1,13,2637389,983*2683,0,1
1624,1,17,2637393,3*11*229*349,0,0
1624,1,19,2637395,5*557*947,0,0
1624,1,23,2637399,3*879133,0,0
1624,1,29,2637405,3*3*5*29*43*47,0,0
1624,1,31,2637407,41*64327,0,1
1624,1,37,2637413,101*26113,0,1
1624,1,41,2637417,3*73*12043,0,0
1624,1,43,2637419,2637419,1,1
1624,-1,3,2637373,2637373,1,1
1624,-1,5,2637371,11*19*12619,0,0
1624,-1,7,2637369,3*3*7*41863,0,0
1624,-1,11,2637365,5*239*2207,0,0
1624,-1,13,2637363,3*17*51713,0,0
1624,-1,17,2637359,59*44701,0,1
1624,-1,19,2637357,3*879119,0,0
1624,-1,23,2637353,2637353,1,1
1624,-1,29,2637347,29*199*457,0,0
1624,-1,31,2637345,3*5*193*911,0,0
1624,-1,37,2637339,3*879113,0,0
1624,-1,41,2637335,5*61*8647,0,0
1624,-1,43,2637333,3*3*3*19*53*97,0,0
1626,1,3,2643879,3*7*125899,0,0
1626,1,5,2643881,881*3001,0,1
1626,1,7,2643883,11*240353,0,1
1626,1,11,2643887,67*39461,0,1
1626,1,13,2643889,2643889,1,1
1626,1,17,2643893,7*7*79*683,0,0
1626,1,19,2643895,5*528779,0,0
1626,1,23,2643899,2643899,1,1
1626,1,29,2643905,5*11*53*907,0,0
1626,1,31,2643907,7*19*103*193,0,0
1626,1,37,2643913,2643913,1,1
1626,1,41,2643917,2643917,1,1
1626,1,43,2643919,23*139*827,0,0
1626,-1,3,2643873,3*23*38317,0,0
1626,-1,5,2643871,2643871,1,1
1626,-1,7,2643869,19*227*613,0,0
1626,-1,11,2643865,5*7*75539,0,0
1626,-1,13,2643863,107*24709,0,1
1626,-1,17,2643859,151*17509,0,1
1626,-1,19,2643857,17*155521,0,1
1626,-1,23,2643853,2643853,1,1
1626,-1,29,2643847,1151*2297,0,1
1626,-1,31,2643845,5*617*857,0,0
1626,-1,37,2643839,11*240349,0,1
1626,-1,41,2643835,5*31*37*461,0,0
1626,-1,43,2643833,2643833,1,1
1628,1,3,2650387,2650387,1,1
1628,1,5,2650389,3*7*61*2069,0,0
1628,1,7,2650391,43*61637,0,1
1628,1,11,2650395,3*5*11*16063,0,0
1628,1,13,2650397,29*91393,0,1
1628,1,17,2650401,3*3*3*3*3*13*839,0,0
1628,1,19,2650403,7*378629,0,1
1628,1,23,2650407,3*31*28499,0,0
1628,1,29,2650413,3*883471,0,0
1628,1,31,2650415,5*113*4691,0,0
1628,1,37,2650421,37*71633,0,1
1628,1,41,2650425,3*5*5*35339,0,0
1628,1,43,2650427,13*13*15683,0,0
1628,-1,3,2650381,2650381,1,1
1628,-1,5,2650379,2650379,1,1
1628,-1,7,2650377,3*47*18797,0,0
1628,-1,11,2650373,11*240943,0,1
1628,-1,13,2650371,3*53*79*211,0,0
1628,-1,17,2650367,19*139493,0,1
1628,-1,19,2650365,3*3*5*58897,0,0
1628,-1,23,2650361,7*7*7*7727,0,0
1628,-1,29,2650355,5*223*2377,0,0
1628,-1,31,2650353,3*883451,0,0
1628,-1,37,2650347,3*3*3*7*37*379,0,0
1628,-1,41,2650343,1231*2153,0,1
1628,-1,43,2650341,3*101*8747,0,0
1630,1,3,2656903,19*139837,0,1
1630,1,5,2656905,3*5*177127,0,0
1630,1,7,2656907,11*241537,0,1
